street_name,num_of_rooms,size,type,location,final_price,sold_month,sold_year,price_change,initial_price,floor_num,year_built
Götalandsvägen,3.0,80,Lägenhet, Älvsjö,4050000,jan,2020,1.4,3995000,7,1935
Fyrverkarbacken,4.0,99,Lägenhet, Kungsholmen,9750000,jan,2020,17.5,8295000,7,1935
Sandelsgatan,1.0,26,Lägenhet, Östermalm,2955000,jan,2020,13.9,2595000,7,1935
Högalidsgatan,1.0,25,Lägenhet, Södermalm,2760000,jan,2020,20.3,2295000,2,1929
Kabelverksgatan,4.0,94,Lägenhet, Älvsjö,4650000,maj,2019,0.0,4650000,5,2017
Kocksgatan,1.5,35,Lägenhet, Södermalm,3075000,apr,2019,7.9,2850000,4,1945
Ringvägen,1.5,41,Lägenhet, Södermalm,3600000,apr,2019,10.8,3250000,4,1927
Kungsholmsgatan,2.0,68,Lägenhet, Kungsholmen,4795000,dec,2017,0.0,4795000,5,1936
Högbergsgatan,4.0,94,Lägenhet, Södermalm,7100000,sep,2017,10.1,6448683,3,1930
Högalidsgatan,2.0,46,Lägenhet, Södermalm,4000000,aug,2017,14.4,3495000,3,1930
Styrbordsgatan,2.0,45,Lägenhet, Hammarby Sjöstad,3300000,maj,2017,18.1,2795000,4,2003
Sköntorpsvägen,4.0,100,Lägenhet, Årsta,5375000,apr,2017,9.7,4900000,2,1986
Kungsholmsgatan,2.0,42,Lägenhet, Kungsholmen,4425000,mar,2017,36.2,3250000,5,1936
Borgmästargatan,1.0,34,Lägenhet, Södermalm-Sofia,3410000,apr,2017,24.0,2750000,2,1936
Timmermansgatan,2.0,52,Lägenhet, Södermalm-Maria,4590000,mar,2017,4.3,4400767,2,1930
Rutger,3.0,78,Lägenhet, Södermalm-Sofia,6400000,jun,2015,19.6,5350000,2,1930
Lugnets,2.0,53,Lägenhet, Hammarby Sjöstad,4550000,jun,2015,16.8,3895547,5,1906
Alsnögatan,2.0,67,Lägenhet, Södermalm-Sofia,5020000,maj,2015,11.7,4494180,5,1906
Lugnets,2.0,48,Lägenhet, Södermalm-Katarina,4275000,maj,2015,22.3,3495000,5,1906
Södermannagatan,2.0,38,Lägenhet, Södermalm-Katarina,3250000,maj,2015,10.2,2949183,6,2003
Barnängsgränd,3.0,75,Lägenhet, Södermalm-Sofia,5650000,maj,2015,16.5,4850000,6,2003
Samaritgränd,1.5,43,Lägenhet, Södermalm-Högalid,3300000,maj,2015,24.5,2650000,2,1928
Vävar,1.5,47,Lägenhet, Hammarby Sjöstad,2800000,apr,2015,12.2,2495543,3,1938
Hornsgatan,3.0,42,Lägenhet, Södermalm-Maria,4350000,maj,2015,2.4,4248046,3,1938
Nytorgsgatan,3.0,67,Lägenhet, Södermalm-Katarina,6400000,mar,2015,32.0,4850000,3,1938
Hornsgatan,3.0,69,Lägenhet, Södermalm-Högalid,4175000,maj,2015,5.7,3949858,1,1930
Skånegatan,2.0,49,Lägenhet, Södermalm-Katarina,4400000,mar,2015,25.9,3495000,1,1930
Tegelviksgatan,3.5,85,Lägenhet, Södermalm-Sofia,7050000,maj,2015,28.3,5494933,1,1882
Korphoppsgatan,3.0,79,Lägenhet, Hammarby Sjöstad,5030000,mar,2015,21.2,4150165,1,1882
Kapellgränd,2.0,39,Lägenhet, Södermalm-Katarina,3350000,okt,2014,17.5,2850000,1,1882
Hornsgatan,2.0,44,Lägenhet, Södermalm-Maria,3600000,nov,2014,20.2,2995000,5,1880
Krukmakargatan,2.0,53,Lägenhet, Södermalm-Högalid,4000000,nov,2014,27.0,3150000,3,1964
Wollmar,1.0,40,Lägenhet, Södermalm-Högalid,2920000,sep,2014,22.9,2375000,1,1927
Marmorgatan,1.5,38,Lägenhet, Södermalm,2350000,nov,2014,0.0,2350000,2,1952
Rorgängargatan,2.0,67,Lägenhet, Hammarby Sjöstad,4450000,okt,2014,12.7,3950000,11,2008
Jägargatan,2.0,44,Lägenhet, Södermalm-Högalid,2695000,jun,2014,0.0,2695000,3,2006
Folkungagatan,1.0,25,Lägenhet, Södermalm-Sofia,2200000,sep,2014,29.4,1700000,4,1929
Pollargatan,4.0,110,Lägenhet, Hammarby Sjöstad,8050000,aug,2014,3.9,7750000,4,2011
Rubanksgränd,2.0,55,Lägenhet, Enskede-Gubbängen,2200000,jun,2014,12.8,1950000,1,2007
Hornsgatan,3.5,74,Lägenhet, Södermalm-Maria,4150000,jun,2014,5.1,3950000,2,1899
Midsommarvägen,2.0,50,Lägenhet, Midsommarkransen,2610000,maj,2014,11.1,2350000,3,1944
Tegelviksgatan,3.0,81,Lägenhet, Södermalm-Sofia,4400000,maj,2014,13.0,3895000,4,2000
Styrbordsgatan,2.0,55,Lägenhet, Hammarby Sjöstad,3325000,maj,2014,20.9,2750000,5,2001
Tobaksspinnargatan,1.0,24,Lägenhet, Södermalm-Högalid,2050000,mar,2014,17.1,1750000,1,1930
Tengdahlsgatan,3.0,80,Lägenhet, Södermalm,3795000,maj,2014,0.0,3795000,1,1997
Marmorgatan,2.0,44,Lägenhet, Södermalm-Högalid,3230000,apr,2014,19.9,2695000,4,2006
Lundagatan,2.0,27,Lägenhet, Södermalm-Högalid,2660000,mar,2014,23.7,2150000,3,1936
Styrbordsgatan,3.0,89,Lägenhet, Hammarby Sjöstad,4075000,apr,2014,5.8,3850000,4,2001
Kammakargatan,2.0,42,Lägenhet, Vasastan,2910000,apr,2014,18.8,2449494,3,1934
Folkskolegatan,1.5,42,Lägenhet, Södermalm-Högalid,2975000,feb,2014,26.6,2350000,3,1934
Korphoppsgatan,2.5,45,Lägenhet, Hammarby Sjöstad,2560000,apr,2014,0.0,2560000,4,2003
Högalidsgatan,1.0,29,Lägenhet, Södermalm-Högalid,2450000,jan,2014,14.0,2150000,5,1930
Swedenborgsgatan,2.0,67,Lägenhet, Södermalm-Maria,4850000,feb,2014,22.0,3975000,4,1905
Alsnögatan,2.0,61,Lägenhet, Södermalm-Sofia,4654000,feb,2014,17.8,3950000,6,2000
Sickla,1.0,50,Lägenhet, Hammarby Sjöstad,2350000,aug,2013,4.4,2250000,1,1907
Bohusgatan,1.0,37,Lägenhet, Södermalm-Sofia,2190000,jul,2013,-2.7,2250000,4,1907
Östgötagatan,3.0,91,Lägenhet, Södermalm-Katarina,6350000,nov,2013,15.5,5500000,3,1907
Babordsgatan,2.0,71,Lägenhet, Hammarby Sjöstad,2850000,maj,2013,0.0,2850000,3,1950
Katarina,3.0,79,Lägenhet, Södermalm-Katarina,5225000,okt,2013,5.0,4976190,5,1950
Lugnets,3.0,72,Lägenhet, Hammarby Sjöstad,3500000,nov,2013,-2.8,3600823,5,1950
Korphoppsgatan,3.0,69,Lägenhet, Hammarby Sjöstad,3870000,sep,2013,10.7,3495000,5,1950
Ordenstrappan,4.0,138,Lägenhet, Östermalm,15700000,jan,2020,3.3,15200000,3,1950
Skäftingebacken,5.0,111,Lägenhet, Tensta,2050000,jan,2020,10.9,1849000,2,1950
Skäftingebacken,5.0,111,Lägenhet, Tensta,2050000,jan,2020,10.9,1849000,2,1950
Marmorgatan,1.5,40,Lägenhet, Södermalm,2800000,jan,2020,0.0,2800000,3,1950
Upplandsgatan,1.0,18,Lägenhet, Vasastan,2695000,jan,2020,0.0,2695000,3,1906
Borensvägen,2.0,52,Lägenhet, Årsta,3050000,jan,2020,24.5,2450000,1,1947
Rindögatan,2.0,37,Lägenhet, Gärdet,3900000,jan,2020,18.4,3295000,4,1938
Alströmergatan,1.0,39,Lägenhet, Kungsholmen,3405000,jan,2020,13.7,2995000,2,1929
Valhallavägen,1.0,23,Lägenhet, Östermalm,2650000,jan,2020,2.1,2595000,2,2014
Kungssätravägen,2.0,40,Lägenhet, Sätra,1940000,jan,2020,14.8,1690000,2,2014
Blommensbergsvägen,2.0,57,Lägenhet, Aspudden,3570000,jan,2020,27.7,2795000,1,1947
Tulegatan,4.0,90,Lägenhet, Vasastan,7200000,jan,2020,3.6,6950000,3,1963
Hjulstavägen,2.0,62,Lägenhet, Spånga,2000000,jan,2020,11.4,1795000,1,2018
Norrtullsgatan,4.0,93,Lägenhet, Vasastan,10400000,jan,2020,6.7,9750000,6,1903
Stallknektsgränd,5.0,100,Kedjehus, Hässelby-Vällingby,4250000,jan,2020,21.6,3495000,3,1957
Palandergatan,2.0,38,Lägenhet, Hammarbyhöjden,2650000,jan,2020,15.5,2295000,3,1938
Multrågatan,3.0,84,Lägenhet, Vällingby Råcksta,3000000,jan,2020,3.6,2895000,2,2008
Astrakangatan,2.0,55,Lägenhet, Hässelby Gård,1700000,jan,2020,6.6,1595000,2,1955
Dannemoragatan,3.0,72,Lägenhet, Vasastan,6300000,jan,2020,6.9,5895000,3,1930
Sankt,2.0,44,Lägenhet, Södermalm,4650000,jan,2020,17.7,3950000,4,1930
Kungsholms,2.5,68,Lägenhet, Kungsholms Strand,5400000,jan,2020,10.3,4895000,2,1997
Tussmötevägen,4.0,115,Lägenhet, Enskede,5995000,jan,2020,0.0,5995000,4,1903
Frejgatan,1.0,33,Lägenhet, Vasastan,3515000,jan,2020,13.6,3095000,4,1903
Barnängs,3.0,82,Lägenhet, Södermalm,6000000,jan,2020,0.1,5995000,1,1932
Wallingatan,2.0,47,Lägenhet, Norrmalm,5270000,jan,2020,17.2,4495000,2,1872
Per,2.0,49,Lägenhet, Hammarbyhöjden,3350000,jan,2020,19.9,2795000,2,1939
Mästarbacken,5.0,119,Radhus, Mälarhöjden,6100000,jan,2020,5.3,5795000,1,1966
Rindögatan,2.0,61,Lägenhet, Gärdet,5750000,jan,2020,15.1,4995000,1,2014
Wendela,2.0,40,Lägenhet, Hägersten,2510000,jan,2020,25.8,1995000,4,2014
Emilia,2.0,55,Lägenhet, Fruängen,2765000,jan,2020,26.0,2195000,2,2014
Alva,2.0,40,Lägenhet, Hägersten,2500000,jan,2020,25.6,1990000,1,2014
Fredrika,4.0,78,Lägenhet, Hägersten,2500000,jan,2020,25.3,1995000,1,1967
Lotta,2.0,58,Lägenhet, Hägersten,2950000,jan,2020,5.7,2790000,2,2012
Karlsviksgatan,4.0,103,Lägenhet, Kungsholmen,10475000,jan,2020,0.0,10475000,4,1928
Pippi,4.0,106,Lägenhet, Annedal,4920000,jan,2020,4.8,4695000,3,2012
Lilla,1.0,27,Lägenhet, Södermalm,2650000,jan,2020,21.0,2190000,2,1928
Lilla,1.0,27,Lägenhet, Södermalm,2650000,jan,2020,21.0,2190000,2,1928
Alva,3.0,77,Lägenhet, Hägersten,3550000,jan,2020,18.5,2995000,1,2014
Pilgrimsvägen,1.0,27,Lägenhet, Aspudden,2425000,jan,2020,21.6,1995000,3,1939
Strålgatan,1.0,26,Lägenhet, Lilla Essingen,2550000,jan,2020,27.5,2000000,3,1939
Bryggvägen,2.0,45,Lägenhet, Gröndal,3350000,jan,2020,1.5,3300000,3,2018
Lilla,5.0,125,Villa, Bredäng,5600000,jan,2020,13.2,4945000,1,1966
Täppgränd,2.0,75,Lägenhet, Enskededalen,2415000,jan,2020,0.8,2395000,1,1982
Flädervägen,2.0,45,Lägenhet, Enskede,2295000,jan,2020,0.0,2295000,1,1945
Svartensgatan,4.0,106,Lägenhet, Södermalm,12650000,jan,2020,17.1,10800000,1,1862
Wollmar,3.0,65,Lägenhet, Södermalm,6500000,jan,2020,14.1,5695000,1,1929
Gösta,3.0,80,Lägenhet, Örnsberg,4535000,jan,2020,13.5,3995000,2,1968
Strömkarlsvägen,3.0,63,Lägenhet, Bromma,5020000,jan,2020,16.9,4295000,2,1939
Hundlokegränd,2.0,53,Lägenhet, Hässelby,2200000,jan,2020,10.3,1995000,4,2017
Atlasgatan,2.0,63,Lägenhet, Vasastan,5550000,jan,2020,11.1,4995000,4,1929
Östersundsgatan,1.0,39,Lägenhet, Vällingby Parkstad,2070000,jan,2020,18.3,1750000,12,1957
Handelsvägen,3.0,64,Lägenhet, Gamla Enskede,4900000,jan,2020,12.0,4375000,1,1909
Torsplan,2.0,63,Lägenhet, Hagastaden,5950000,jan,2020,2.7,5795000,9,2019
Hägervägen,1.0,26,Lägenhet, Tallkrogen,2100000,jan,2020,7.7,1950000,1,1950
Ringvägen,2.0,39,Lägenhet, Södermalm Högalid,3780000,jan,2020,26.2,2995000,2,1907
Husabyvägen,2.0,45,Lägenhet, Aspudden,3350000,jan,2020,24.3,2695000,2,1941
Radiusbacken,1.0,30,Lägenhet, Hägersten,2550000,jan,2020,0.0,2550000,2,2020
Bjurholmsgatan,2.0,40,Lägenhet, Södermalm,4100000,jan,2020,17.3,3495000,2,1929
Bergsgatan,3.0,75,Lägenhet, Kungsholmen,6325000,jan,2020,9.1,5800000,2,2020
Tisdagsvägen,1.0,27,Lägenhet, Farsta,1895000,jan,2020,0.0,1895000,1,2020
Dalagatan,2.0,58,Lägenhet, Vasastan,6350000,jan,2020,11.5,5695000,3,1903
Astrakangatan,6.0,99,Radhus, Hässelby Gård,3900000,jan,2020,12.2,3475000,3,1957
Hållövägen,4.0,87,Lägenhet, Enskededalen,5400000,jan,2020,12.6,4795000,3,2019
Arvid,3.0,69,Lägenhet, Bromma Blackeberg,3360000,jan,2020,20.4,2790000,2,1952
Karlbergsvägen,1.0,24,Lägenhet, Vasastan,2600000,jan,2020,8.6,2395000,2,1898
Ängskärsgatan,1.5,34,Lägenhet, Gärdet,3450000,jan,2020,16.9,2950000,2,1935
Toffelbacken,3.0,88,Lägenhet, Hägersten,3100000,jan,2020,0.0,3100000,2,1969
Toffelbacken,3.0,88,Lägenhet, Hägersten,3100000,jan,2020,0.0,3100000,2,1969
Björkbacksvägen,2.0,47,Lägenhet, Bromma,2350000,jan,2020,17.8,1995000,2,1939
Mirabellbacken,1.0,33,Lägenhet, Hässelby Strand,1600000,jan,2020,0.0,1600000,1,1957
Follingbogatan,3.0,67,Lägenhet, Bromma,3555000,jan,2020,1.7,3495000,3,1930
Karmstolsvägen,2.0,64,Lägenhet, Gubbängen,2600000,jan,2020,18.5,2195000,1,1946
Skönviksvägen,6.0,122,Villa, Enskede,9070000,jan,2020,3.7,8750000,6,1948
Lars,2.0,45,Lägenhet, Hornsbergs Strand,3850000,jan,2020,2.7,3750000,6,2012
Alingsåsvägen,3.0,51,Lägenhet, Hammarbyhöjden,3010000,jan,2020,7.7,2795000,1,1942
Untravägen,2.0,44,Lägenhet, Hjorthagen,3420000,jan,2020,14.2,2995000,3,1935
Torsplan,3.0,77,Lägenhet, Vasastan,7650000,jan,2020,0.0,7650000,10,2019
Bondegatan,1.5,32,Lägenhet, Södermalm,3200000,jan,2020,20.8,2650000,1,1940
Hägerstensvägen,2.0,48,Lägenhet, Aspudden,3860000,jan,2020,11.9,3450000,3,1912
Sköndalsvägen,4.0,93,Lägenhet, Sköndal,3850000,feb,2020,16.8,3295000,3,1958
Backvindeln,6.0,170,Radhus, Mälarhöjden,7450000,feb,2020,7.2,6950000,3,1968
Lofotengatan,2.0,63,Lägenhet, Husby,1770000,feb,2020,11.0,1595000,3,1974
Korgpilsgränd,118.0,16,Kedjehus, Hässelby Norra Villastad,3160000,jan,2020,13.1,2795000,2,1973
Fagerstrand,132.0,11,Villa, Hässelby Villastad,6700000,jan,2020,-0.7,6750000,2,1975
Sjöändan,240.0,120,Villa, Sköndal,8880000,dec,2019,7.6,8250000,2,1962
Rottnerosbacken,130.0,25,Radhus, Farsta,6475000,jan,2020,21.0,5350000,2,1964
Långåkersvägen,130.0,65,Radhus, Enskede,6000000,jan,2020,-7.6,6495000,2,1966
Grönviksvägen,237.0,95,Villa, Bromma,21900000,okt,2019,10.1,19900000,2,1930
Ferievägen,151.0,65,Kedjehus, Bromma,12500000,jan,2020,2.0,12250000,2,1962
Klintbacken,3.0,62,Lägenhet, Mariehäll,3550000,jan,2020,18.5,2995000,2,2004
Cirkelvägen,2.0,46,Lägenhet, Gubbängen,3100000,jan,2020,0.0,3100000,3,2017
John,2.0,48,Lägenhet, Kungsholmen,4000000,feb,2020,8.3,3695000,1,1935
Ängskärsgatan,3.0,71,Lägenhet, Gärdet,7000000,jan,2020,16.8,5995000,6,1935
Torsplan,3.0,63,Lägenhet, Vasastan,6500000,feb,2020,4.9,6195000,5,2016
Glanshammarsgatan,4.0,75,Lägenhet, Ormkärr,2595000,jan,2020,0.0,2595000,2,1958
Drevergatan,3.0,103,Lägenhet, Norra Djurgården,8600000,jan,2020,7.6,7995000,5,2017
Essingetorget,2.0,39,Lägenhet, Stora Essingen,3075000,jan,2020,18.5,2595000,2,1937
Warfvinges,2.0,52,Lägenhet, Kungsholmen,3900000,jan,2020,11.6,3495000,2,2011
Warfvinges,2.0,52,Lägenhet, Kungsholmen,3900000,jan,2020,11.6,3495000,2,2011
Grubbens,2.0,68,Lägenhet, Kungsholmen,6350000,feb,2020,11.5,5695000,2,1920
Råggatan,2.0,36,Lägenhet, Södermalm,3120000,feb,2020,8.5,2875000,3,1934
Rutger,2.0,74,Lägenhet, Södermalm Sofia,5540000,feb,2020,10.9,4995000,2,1929
Sköntorpsvägen,3.0,84,Lägenhet, Årsta,4750000,feb,2020,6.7,4450000,5,1946
Gävlegatan,2.0,50,Lägenhet, Hagastaden,4750000,jan,2020,0.0,4750000,2,2017
Valhallavägen,1.0,40,Lägenhet, Östermalm,3750000,jan,2020,7.3,3495000,2,1937
Ringvägen,4.0,108,Lägenhet, Södermalm,8550000,feb,2020,-1.7,8695000,4,2002
Sandfjärdsgatan,3.5,78,Lägenhet, Årsta,3300000,jan,2020,15.8,2850000,9,1960
Högalidsgatan,1.0,30,Lägenhet, Södermalm Hornstull,3100000,jan,2020,25.3,2475000,1,1914
Rålambsvägen,2.0,62,Lägenhet, Kungsholmen,4175000,feb,2020,12.8,3700000,3,1989
Rörsoppsvägen,6.0,130,Villa, Gamla Enskede,10250000,feb,2020,5.1,9750000,3,1936
Lidköpingsvägen,3.0,54,Lägenhet, Johanneshov,3200000,feb,2020,0.2,3195000,3,1942
Pontonjärgatan,2.0,48,Lägenhet, Kungsholmen,4300000,jan,2020,7.6,3995000,4,1931
Askängsbacken,2.0,49,Radhus, Bromma Mariehäll,3050000,feb,2020,17.5,2595000,1,2013
Rissnavägen,2.0,72,Lägenhet, Spånga,1375000,feb,2020,0.0,1375000,1,1996
Spireabågen,5.0,138,Radhus, Hässelby,4200000,feb,2020,5.1,3995000,2,1960
Igeldammsgatan,3.0,73,Lägenhet, Kungsholmen,6750000,jan,2020,22.8,5495000,2,1929
Årevägen,3.0,69,Lägenhet, Vällingby Centrum,2590000,jan,2020,10.2,2350000,2,1953
Kristinehovsgatan,2.0,66,Lägenhet, Högalid,5800000,feb,2020,16.1,4995000,5,1941
Dymlingsgränd,2.0,75,Lägenhet, Hägersten,4200000,jan,2020,20.0,3500000,2,1952
Maria,1.0,26,Lägenhet, Södermalm Högalid,2995000,jan,2020,0.0,2995000,5,2018
Flintbacken,3.0,80,Lägenhet, Södermalm,6170000,jan,2020,5.0,5875000,9,1967
Katarina,1.0,27,Lägenhet, Södermalm,2600000,jan,2020,13.3,2295000,5,1967
Nickelgränd,3.0,75,Lägenhet, Hässelby-Vällingby,2800000,jan,2020,0.0,2800000,5,1958
Nybrogatan,2.0,59,Lägenhet, Östermalm,7550000,jan,2020,16.2,6500000,3,1914
Rådmansgatan,3.0,134,Lägenhet, Östermalm,15800000,jan,2020,5.7,14950000,3,1921
Primusgatan,3.0,72,Lägenhet, Essingeöarna,4600000,maj,2019,2.3,4495000,2,2007
Rörstrandsgatan,1.0,34,Lägenhet, Vasastan,3940000,jan,2020,16.2,3390000,2,1914
Rörstrandsgatan,1.0,34,Lägenhet, Vasastan,3940000,jan,2020,16.2,3390000,2,1914
Linnégatan,2.0,63,Lägenhet, Östermalm,7500000,jan,2020,0.0,7500000,3,1929
Grevgatan,3.5,93,Lägenhet, Östermalm,11700000,feb,2020,17.6,9950000,2,1895
Ludvigsbergsgatan,3.0,81,Lägenhet, Södermalm Mariatorget,8800000,jan,2020,17.4,7495000,6,1963
Skridskovägen,2.0,61,Lägenhet, Västertorp,3215000,feb,2020,28.9,2495000,1,1956
Ågesta,2.0,58,Lägenhet, Farsta Strand,2650000,jan,2020,0.0,2650000,2,1938
Lindhagensgatan,2.0,43,Lägenhet, Thorildsplan,3305000,jan,2020,10.4,2995000,1,1938
Kvarnbacksvägen,3.0,73,Lägenhet, Bromma Riksby,3700000,jan,2020,12.3,3295000,2,1943
Linnégatan,2.0,78,Lägenhet, Östermalm,10100000,feb,2020,1.0,10000000,6,1940
Kärrgränd,6.0,114,Radhus, Kälvesta,4550000,jan,2020,1.2,4495000,1,1970
Rävsnäsvägen,3.0,83,Lägenhet, Örby Slott,3096150,feb,2020,-0.1,3100000,1,1967
Gubbkärrsvägen,3.0,73,Lägenhet, Bromma Nockebyhov,3300000,jan,2020,18.1,2795000,3,1950
Tämnarvägen,2.0,46,Lägenhet, Årsta,2690000,jan,2020,7.8,2495000,2,1945
Sibyllegatan,2.0,55,Lägenhet, Östermalm,6150000,jan,2020,12.8,5450000,3,1883
Dalbobranten,3.0,70,Lägenhet, Sköndal,2250000,jan,2020,-6.1,2395000,2,1961
Arvodesvägen,1.0,24,Lägenhet, Hägerstensåsen,2060000,feb,2020,14.8,1795000,2,1942
Hantverkargatan,2.0,51,Lägenhet, Kungsholmen,4900000,jan,2020,3.2,4750000,3,1884
Alva,3.0,66,Lägenhet, Fruängen,3250000,jan,2020,12.3,2895000,2,2014
Ada,3.0,76,Lägenhet, Hägersten,3850000,jan,2020,16.8,3295000,6,2010
Nipfjällsvägen,2.0,62,Lägenhet, Bromma Traneberg,3775000,jan,2020,14.6,3295000,3,1984
Baltzar,3.0,98,Lägenhet, Kungsholmen,10000000,jan,2020,4.2,9600000,5,1932
Karlbergsvägen,2.0,51,Lägenhet, Vasastan,4950000,jan,2020,10.6,4475000,1,1910
Styrbordsgatan,2.0,60,Lägenhet, Hammarby Sjöstad,3295000,feb,2020,0.0,3295000,1,2002
Råckstavägen,3.0,94,Lägenhet, Vällingby,3110000,feb,2020,13.1,2750000,1,2008
Logvägen,1.0,40,Lägenhet, Spånga,1970000,jan,2020,12.6,1750000,4,1960
Rekarnevägen,5.0,122,Radhus, Bandhagen,5830000,feb,2020,-2.8,6000000,2,2015
Johannesbergsgatan,1.0,31,Lägenhet, Midsommarkransen,2500000,jan,2020,39.3,1795000,2,1936
Luntmakargatan,2.0,43,Lägenhet, Vasastan,4050000,feb,2020,-2.4,3795000,1,1946
Valhallavägen,2.0,48,Lägenhet, Östermalm,4600000,jan,2020,15.1,3995000,1,1937
Adress,2.0,45,Lägenhet, Fruängen,3165000,jan,2020,0.0,3165000,7,1957
Elsa,2.0,57,Lägenhet, Fruängen,2600000,jan,2020,15.6,2250000,2,1957
Götalandsvägen,3.0,81,Lägenhet, Älvsjö,3900000,jan,2020,18.4,3295000,3,2008
Fredrika,2.0,66,Lägenhet, Fruängen,2005000,jan,2020,2.8,1950000,2,1967
Fredrika,2.0,66,Lägenhet, Fruängen,2005000,jan,2020,2.8,1950000,2,1967
Agnes,2.0,45,Lägenhet, Fruängen,3165000,jan,2020,0.0,3165000,7,2018
Mickelsbergsvägen,4.0,107,Kedjehus, Fruängen,5800000,jan,2020,17.2,4950000,5,1967
Tre,3.0,71,Villa, Liseberg,5310000,feb,2020,7.3,4950000,5,1947
Lindhagensterrassen,1.5,39,Lägenhet, Kungsholmen,3310000,feb,2020,20.4,2750000,5,2009
Skeppargatan,2.0,29,Lägenhet, Gärdet,3300000,jan,2020,24.5,2650000,2,1933
Reimersholmsgatan,2.0,72,Lägenhet, Södermalm,4900000,feb,2020,9.0,4495000,2,1980
Furusundsgatan,2.0,34,Lägenhet, Gärdet,3750000,feb,2020,25.2,2995000,7,1939
Tidaholmsvägen,3.0,56,Lägenhet, Hammarbyhöjden,3125000,feb,2020,0.0,3125000,3,1939
Ångermannagatan,66.0,66,Villa, Vällingby Råcksta,5400000,feb,2020,3.9,5195000,3,1952
Prylvägen,86.0,51,Villa, Hägersten,7700000,okt,2019,45.3,5300000,3,1947
Reimersholmsgatan,2.0,70,Lägenhet, Södermalm,5350000,feb,2020,12.6,4750000,3,1981
Odengatan,4.5,110,Lägenhet, Vasastan,8500000,jan,2020,3.0,8250000,2,1929
Sandalettgatan,4.0,96,Lägenhet, Älvsjöstaden,5300000,feb,2020,0.0,5300000,2,2019
Krukmakargatan,4.0,97,Lägenhet, Södermalm,7930000,feb,2020,13.4,6995000,2,1903
Gästrikegatan,3.0,85,Lägenhet, Vasastan,9200000,feb,2020,11.5,8250000,3,1903
Jenny,2.0,66,Lägenhet, Fruängen,2200000,feb,2020,10.3,1995000,1,1967
Brantingsgatan,2.0,58,Lägenhet, Gärdet,6000000,feb,2020,33.5,4495000,3,1938
Linnégatan,2.5,57,Lägenhet, Östermalm,7100000,jan,2020,19.3,5950000,4,1929
Finngrundsvägen,3.5,87,Lägenhet, Blåsut,5550000,feb,2020,12.1,4950000,6,2019
Heliosgatan,3.0,79,Lägenhet, Hammarby Sjöstad,4950000,jan,2020,-0.9,4995000,4,2018
Helgagatan,1.0,29,Lägenhet, Södermalm Katarina,3100000,feb,2020,25.3,2475000,3,2009
Drottningholmsvägen,4.0,110,Lägenhet, Kungsholmen,8400000,feb,2020,10.6,7595000,7,2009
Kellgrensgatan,4.0,88,Lägenhet, Kungsholmen,6300000,feb,2020,0.1,6295000,2,2015
Fridhemsgatan,2.0,55,Lägenhet, Kungsholmen,5400000,feb,2020,24.1,4350000,7,1938
Skeppargatan,2.0,44,Lägenhet, Gärdet,3950000,feb,2020,9.9,3595000,4,1932
Ekensbergsvägen,1.0,28,Lägenhet, Gröndal,2230000,feb,2020,24.2,1795000,1,1957
Fågelsångsvägen,1.0,35,Lägenhet, Gröndal,2750000,jan,2020,31.3,2095000,5,2015
Östgötagatan,2.0,49,Lägenhet, Södermalm-Katarina,4110000,jan,2020,-2.1,4200000,3,1914
Stamgatan,3.0,70,Lägenhet, Östberga,2360000,feb,2020,7.5,2195000,5,1958
Sankt,2.0,44,Lägenhet, Birkastan,5975000,feb,2020,0.0,5975000,5,1927
Berguddsvägen,152.0,48,Villa, Hässelby-Vällingby,7300000,jan,2020,-2.7,7500000,5,1982
Gräsmarksgränd,103.0,25,Radhus, Farsta Strand,3950000,nov,2019,-3.7,4100000,5,1962
Lammholmsbacken,112.0,20,Kedjehus, Skärholmen,4100000,jan,2020,-2.4,4200000,5,1969
Berghamnsbrinken,167.0,70,Kedjehus, Hässelby Villastad Södra,7350000,jan,2020,0.8,7295000,5,1976
Ölandsgatan,1.0,25,Lägenhet, Södermalm,2700000,jan,2020,17.6,2295000,4,1928
Ringvägen,2.0,45,Lägenhet, Södermalm,3950000,jan,2020,13.0,3495000,4,1935
Samaritgränd,1.0,25,Lägenhet, Södermalm,2850000,jan,2020,21.3,2350000,4,1928
Katarina,2.0,36,Lägenhet, Södermalm,3400000,nov,2019,15.3,2950000,2,1934
Långholmsgatan,2.0,76,Lägenhet, Södermalm,6550000,nov,2019,-2.2,6700000,1,1912
Bondegatan,1.0,21,Lägenhet, Södermalm,2525000,nov,2019,20.5,2095000,2,1912
Långholmsgatan,3.0,72,Lägenhet, Södermalm,6900000,nov,2019,16.0,5950000,2,1913
Folkungagatan,3.0,90,Lägenhet, Södermalm,6700000,okt,2019,12.6,5950000,4,1971
Tavastgatan,2.0,50,Lägenhet, Södermalm,3900000,okt,2019,11.6,3495000,1,1929
Malmgårdsvägen,3.0,81,Lägenhet, Södermalm,4750000,sep,2019,-0.9,4795000,1,2005
Grevgatan,5.0,165,Lägenhet, Östermalm,15200000,feb,2020,-4.4,15900000,3,1883
Valhallavägen,2.0,73,Lägenhet, Östermalm,6750000,feb,2020,8.0,6250000,5,1909
Gästrikegatan,3.0,104,Lägenhet, Vasastan,10000000,okt,2019,11.2,8990000,1,1911
