street_name,num_of_rooms,size,type,location,sold_month,sold_year,initial_price,floor_num,year_built,final_price
Babordsgatan,1.5,48,Lägenhet, Hammarby Sjöstad,dec,2019,3500000,5,2002,3390000
Skridskovägen,3.5,85,Lägenhet, Hägerstensåsen,dec,2019,4195000,3,1996,3750000
Valutavägen,1,36,Lägenhet, Hägerstensåsen,dec,2019,1750000,3,2007,2330000
Fågelsångsvägen,1,35,Lägenhet, Gröndal,dec,2019,2695000,3,2014,2560000
Sverkersgatan,1,29,Lägenhet, Aspudden,dec,2019,1845000,1,1947,2300000
Dalkärrsleden,5,105,Radhus, Vällingby Nälsta,dec,2019,4800000,2,1960,4800000
Sportflygargatan,5,105,Lägenhet, Skarpnäck,nov,2019,3295000,2,1984,3700000
Sågverksgatan,2,53,Lägenhet, Stureby,nov,2019,2295000,1,1945,2460000
Sågverksgatan,2,54,Lägenhet, Stureby,aug,2019,1895000,2,1945,2460000
Finn,2,47,Lägenhet, Hammarbyhöjden,jul,2019,2495000,2,1943,3000000
Bergsrådsvägen,2,54,Lägenhet, Bagarmossen,maj,2019,2195000,1,1954,2520000
Skönviksvägen,2,54,Lägenhet, Stureby,apr,2019,2495000,2,1952,2870000
Skarpnäcks,3,77,Lägenhet, Skarpnäck,mar,2019,2290000,1,1984,2700000
Melodislingan,4,120,Lägenhet, Gärdet,dec,2019,13950000,5,2015,13650000
Artemisgatan,1,33,Lägenhet, Hjorthagen,dec,2019,2495000,3,1953,2825000
Valsbergs,3,51,Lägenhet, Midsommarkransen,dec,2019,2695000,1,1944,3170000
Strålgatan,3,84,Lägenhet, Essingeöarna,dec,2019,4995000,2,1939,5225000
Tomtebogatan,3,84,Lägenhet, Vasastan,dec,2019,7995000,3,1907,8100000
Heliosgatan,4,108,Lägenhet, Hammarby Sjöstad,dec,2019,6495000,4,2018,6495000
Selmedalsvägen,90,45,Villa, Mälarhöjden,dec,2019,7495000,3,1924,8305000
Stopvägen,2,46,Lägenhet, Bromma,dec,2019,2750000,3,1940,2750000
Fyrvaktarkroken,2,41,Lägenhet, Blåsut,dec,2019,2495000,2,2019,3000000
Ystadsvägen,2,52,Lägenhet, Björkhagen,dec,2019,2250000,1,1962,2700000
Esplundagränd,5,103,Lägenhet, Ormkärr,dec,2019,2900000,1,1962,2900000
Ystadsvägen,2,52,Lägenhet, Björkhagen,dec,2019,2250000,1,1962,2700000
Esplundagränd,5,103,Lägenhet, Ormkärr,dec,2019,2900000,3,1962,2900000
Rörstrandsgatan,2,50,Lägenhet, Birkastan,dec,2019,4495000,3,1943,5425000
Sandhamnsgatan,3,65,Lägenhet, Gärdet,dec,2019,4500000,2,1943,4430000
Lidköpingsvägen,1,27,Lägenhet, Hammarbyhöjden,dec,2019,1395000,2,1943,1700000
Bennebolsgatan,2,69,Lägenhet, Spånga,dec,2019,1995000,2,2005,2100000
Gamla,112,62,Villa, Enskede,nov,2019,8495000,2,1912,9250000
Giggvägen,67,67,Villa, Älvsjö,nov,2019,3995000,2,1971,4760000
Skogsslingan,140,24,Villa, Johannesdal,dec,2019,4295000,2,1971,4600000
Tröskverksvägen,90,45,Villa, Älvsjö Långbro,dec,2019,5495000,2,1947,5400000
Fredrika,1.5,46,Lägenhet, Fruängen,dec,2019,2200000,2,1967,2150000
Prästgårdsgränd,2,63,Lägenhet, Älvsjö,dec,2019,2395000,3,1985,2800000
Midsommarkransen,2,57,Lägenhet, Midsommarkransen,dec,2019,4450000,3,1910,4445000
Söderberga,2,74,Lägenhet, Bromma,dec,2019,2250000,3,1928,2000000
Ölandsgatan,1,25,Lägenhet, Södermalm Katarina,dec,2019,2195000,1,1928,2700000
Klädesvägen,3,54,Lägenhet, Bromma,dec,2019,2900000,3,1945,2875000
Fredrikslundsvägen,2,48,Lägenhet, Bromma,dec,2019,2595000,2,1943,3030000
Jämtlandsgatan,3,65,Lägenhet, Vällingby Parkstad,dec,2019,2795000,5,2018,2920000
Jämtlandsgatan,1,36,Lägenhet, Vällingby Parkstad,dec,2019,1750000,9,2019,2110000
Ruddammsbacken,2,43,Lägenhet, Norra Djurgården,dec,2019,3695000,4,1946,4000000
Wergelandsgatan,1,32,Lägenhet, Blackeberg,dec,2019,1980000,1,1946,1980000
Ulricehamnsvägen,1,28,Lägenhet, Hammarbyhöjden,dec,2019,1850000,2,1946,2250000
Vagnvägen,68,68,Villa, Älvsjö,nov,2019,6295000,2,1948,6350000
Guldregnsbacken,116,61,Villa, Älvsjö Herrängen,dec,2019,5395000,2,1952,7000000
Siljansvägen,2,45,Lägenhet, Årsta,dec,2019,2350000,2,1945,2650000
Birger,1,35,Lägenhet, Östermalm,jan,2020,2950000,1,1929,3150000
Heliosgatan,4,104,Lägenhet, Hammarby Sjöstad,dec,2019,6495000,6,2018,6495000
Birger,1,35,Lägenhet, Östermalm,jan,2020,2950000,1,1929,3150000
Heliosgatan,4,104,Lägenhet, Hammarby Sjöstad,dec,2019,6495000,6,2018,6495000
Abrahamsbergsvägen,2,44,Lägenhet, Abrahamsberg,dec,2019,2195000,1,1942,2600000
Drachmannsgatan,4,133,Lägenhet, Blackeberg,dec,2019,4495000,4,1993,4650000
Gubbkärrsvägen,2,54,Lägenhet, Nockebyhov,dec,2019,2495000,1,2016,2650000
Tackjärnsvägen,4,93,Lägenhet, Johannesfred,dec,2019,4745000,4,1989,5200000
Byggmästarvägen,3,76,Lägenhet, Abrahamsberg,nov,2019,3695000,1,1939,4250000
Drottningholmsvägen,3,57,Lägenhet, Ulvsunda,nov,2019,2595000,3,1944,2595000
Galonvägen,3,68,Lägenhet, Riksby,nov,2019,3295000,3,1944,4000000
Emils,4,102,Lägenhet, Annedal,nov,2019,4295000,2,2014,4550000
Drottningholmsvägen,4,78,Lägenhet, Ulvsunda,nov,2019,2995000,1,1943,3100000
Djupdalsvägen,6,134,Villa, Olovslund,nov,2019,8995000,2,1933,9500000
Spångavägen,2,39,Lägenhet, Riksby,nov,2019,1995000,2,1940,2510000
Kvarnbacksvägen,2,54,Lägenhet, Riksby,okt,2019,2495000,2,1942,2950000
Stramaljvägen,2,51,Lägenhet, Riksby,okt,2019,2690000,2,1942,3000000
Arkitektvägen,3,66,Lägenhet, Abrahamsberg,nov,2019,3495000,2,1938,4175000
Mössebergsvägen,3,57,Lägenhet, Bromma,dec,2019,3195000,1,1938,3600000
Abrahamsbergsvägen,3,50,Lägenhet, Abrahamsberg,dec,2019,2995000,2,1939,3300000
Runda,2,61,Lägenhet, Bromma,dec,2019,3995000,3,1945,4200000
Rågsvedsvägen,2.5,58,Lägenhet, Bandhagen,jan,2020,1995000,4,2018,2300000
Porlabacken,3,61,Lägenhet, Hagsätra,jan,2020,1995000,1,1958,1850000
Wallingatan,2,30,Lägenhet, Vasastan,jan,2019,2894736,7,1934,3300000
Kungsklippan,2,32,Lägenhet, Kungsholmen,nov,2019,2875000,7,1934,3290000
Hagagatan,4,130,Lägenhet, Vasastan,nov,2019,10375000,3,1912,10375000
Lidnersgatan,4,87,Lägenhet, Kungsholmen,jan,2020,6800000,2,1939,6800000
Lundagatan,1,35,Lägenhet, Södermalm Högalid,jan,2020,2795000,2,1932,3200000
Folkparksvägen,2.5,90,Lägenhet, Solberga,jan,2020,2895000,7,2018,3400000
Jämtlandsgatan,3,65,Lägenhet, Vällingby Parkstad,jan,2020,3000000,2,2018,3000000
Sankt,1,27,Lägenhet, Kungsholmen,dec,2019,2800000,1,1937,2800000
Kungsholmsgatan,2,43,Lägenhet, Kungsholmen,jan,2020,3495000,2,1901,3900000
Stambogränd,92,44,Radhus, Bromma,dec,2019,6995000,2,1951,7300000
Stambogränd,92,44,Radhus, Bromma,dec,2019,6995000,2,1951,7300000
Trosavägen,146,88,Villa, Örby,dec,2019,7495000,2,1943,8100000
Skogsvägen,108,48,Villa, Gamla Enskede,dec,2019,9500000,2,1927,9000000
Björnstigen,123,66,Villa, Hässelby Södra Villastad,dec,2019,6475000,2,1937,7250000
Saffransvägen,70,70,Villa, Sköndal,dec,2019,5275000,2,1949,5850000
Ebonitgränd,104,4,Radhus, Bromma,dec,2019,5995000,2,2007,6550000
Sankt,126,78,Villa, Mälarhöjden,nov,2019,7975000,2,1933,9200000
Styrbjörnsvägen,1,41,Lägenhet, Aspudden,dec,2019,1995000,1,1948,2460000
Idungatan,3,79,Lägenhet, Vasastan,jan,2020,6950000,1,1904,7400000
Elersvägen,4,112,Lägenhet, Kungsholmen,jan,2020,11300000,7,2012,10500000
Solberga,4,90,Lägenhet, Älvsjö,dec,2019,3695000,5,1985,3875000
Torsbygatan,4,91,Lägenhet, Farsta,jan,2020,2250000,3,1958,2950000
Öregrundsgatan,2,52,Lägenhet, Gärdet,jan,2020,4495000,8,2010,4500000
Öregrundsgatan,3,79,Lägenhet, Gärdet,jan,2020,5995000,4,2010,6625000
Tummelisas,3,80,Lägenhet, Bromma,jan,2020,3550000,7,2015,3550000
Sandhamnsgatan,1,40,Lägenhet, Gärdet,jan,2020,2995000,7,1943,3500000
Timmermansgatan,2,45,Lägenhet, Södermalm Maria,dec,2019,3495000,2,1935,4050000
Kirunagatan,3,71,Lägenhet, Vällingby Centrum,jan,2020,2295000,5,2006,2500000
Strahlenbergsgatan,1,35,Lägenhet, Hammarbyhöjden,jan,2020,1950000,3,1937,2400000
Ståltrådsvägen,2,46,Lägenhet, Johannesfred,jan,2020,2195000,3,1961,2700000
Täbylundsvägen,7,218,Villa, Spånga,jan,2020,5750000,1,1961,7000000
Olaus,2,37,Lägenhet, Hammarbyhöjden,jan,2020,2095000,1,1937,2625000
Lotta,2,53,Lägenhet, Hägersten,dec,2019,2900000,3,2014,3050000
Fruängstorget,1,45,Lägenhet, Hägersten,dec,2019,2200000,2,1961,2200000
Doktor,1,26,Lägenhet, Hägersten,dec,2019,2100000,1,1978,2100000
Köpenhamnsgatan,2,45,Lägenhet, Kista,jan,2020,1995000,5,1978,2200000
Sankt,1.5,33,Lägenhet, Sankt Eriksplan,jan,2020,2995000,4,1939,3350000
Tranebergsvägen,2,48,Lägenhet, Bromma,jan,2020,2650000,1,1939,3100000
Tranebergsvägen,2,48,Lägenhet, Bromma,jan,2020,2650000,1,1939,3100000
Lustgårdsgatan,3,63,Lägenhet, Kungsholmen,jan,2020,3995000,1,2012,4500000
Roslagsgatan,4,93,Lägenhet, Vasastan,dec,2019,7990000,4,1897,8800000
Fleminggatan,2,50,Lägenhet, Kungsholmen,jan,2020,4795000,2,1904,5125000
Teknologgatan,2,50,Lägenhet, Vasastan,jan,2020,4995000,2,1937,5200000
Stagneliusvägen,1,22,Lägenhet, Fredhäll,dec,2019,1995000,2,1937,2375000
Bokbindarvägen,1,24,Lägenhet, Hägerstensåsen,dec,2019,1795000,2,1944,2050000
Sankt,2,77,Lägenhet, Vasastan,jan,2020,4795000,4,1927,5750000
Västmannagatan,2.5,73,Lägenhet, Vasastan,jan,2020,6250000,4,1902,7100000
Löjtnantsgatan,2,69,Lägenhet, Gärdet,dec,2019,6200000,6,2007,6200000
Löjtnantsgatan,2,69,Lägenhet, Gärdet,dec,2019,6295000,6,2007,6300000
Surbrunnsgatan,3,101,Lägenhet, Vasastan,dec,2019,7950000,2,1896,9900000
Hornsbergs,2,64,Lägenhet, Kungsholmen,nov,2019,4050000,8,2016,3950000
Atterbomsvägen,1,28,Lägenhet, Kungsholmen,nov,2019,1995000,2,1936,2510000
Kungsklippan,2,39,Lägenhet, Kungsholmen,nov,2019,2995000,4,1934,3700000
Sysslomansgatan,2.5,63,Lägenhet, Kungsholmen,nov,2019,4695000,5,1940,4775000
Skeppargatan,2,55,Lägenhet, Östermalm,dec,2019,5995000,2,1952,6100000
Alströmergatan,1,28,Lägenhet, Kungsholmen,nov,2019,2250000,4,1952,2780000
Sankt,1,23,Lägenhet, Kungsholmen,okt,2019,1895000,3,1949,2250000
Kungsklippan,2,33,Lägenhet, Kungsholmen,okt,2019,2650000,4,1934,3060000
Götgatan,3,99,Lägenhet, Södermalm,nov,2019,9450000,6,1927,9500000
Hallandsgatan,1,48,Lägenhet, Södermalm,nov,2019,2995000,1,1929,3500000
Sturegatan,3,111,Lägenhet, Östermalm,okt,2019,13100000,1,2007,13100000
Luxgatan,2,47,Lägenhet, Lilla Essingen,okt,2019,3695000,4,2007,3695000
Karlavägen,3,148,Lägenhet, Östermalm,okt,2019,21500000,4,1897,21250000
Kungstensgatan,4,158,Lägenhet, Vasastan,sep,2019,10500000,1,1907,13200000
Hornsgatan,4,112,Lägenhet, Södermalm,maj,2019,11750000,6,1907,14000000
Kungsholmsgatan,2,42,Lägenhet, Kungsholmen,dec,2019,3350000,3,1936,3620000
Celsiusgatan,1.5,31,Lägenhet, Kungsholmen,nov,2019,2595000,4,1932,3120000
Heleneborgsgatan,5,153,Lägenhet, Södermalm,feb,2019,15995000,4,1923,16500000
Vitalisvägen,2,39,Lägenhet, Kungsholmen,okt,2019,2795000,1,1931,3250000
Karlbergsvägen,2,49,Lägenhet, Birkastan,sep,2019,6750000,5,1901,6400000
Kungsholmsgatan,1.5,41,Lägenhet, Kungsholmen,nov,2019,3295000,2,1901,3700000
Kungsholmsgatan,1.5,41,Lägenhet, Kungsholmen,nov,2019,3295000,2,1901,3700000
Dalagatan,2,65,Lägenhet, Vasastan,sep,2019,6490000,5,1918,6710000
Varvsgatan,2,48,Lägenhet, Södermalm,maj,2019,5350000,5,1913,5250000
Frejgatan,1,41,Lägenhet, Vasastan,jun,2019,2890000,5,1926,3865000
Karlbergsvägen,2,65,Lägenhet, Birkastan,jun,2019,8750000,5,1906,8500000
Klara,1,36,Lägenhet, Norrmalm,dec,2018,5950000,18,2016,5800000
Karlbergsvägen,6,173,Lägenhet, Birkastan,maj,2019,22500000,6,1906,20760000
Valhallavägen,1,37,Lägenhet, Östermalm,maj,2019,3200000,6,1973,3200000
Valhallavägen,2,49,Lägenhet, Östermalm,apr,2019,5250000,2,1973,5225000
Alströmergatan,4,130,Lägenhet, Kungsholmen,feb,2019,9950000,5,1911,9000000
Nybrogatan,2,45,Lägenhet, Östermalm,feb,2018,4274465,5,1887,3800000
Västmannagatan,4,120,Lägenhet, Vasastan,aug,2018,14500000,5,1887,14149000
Wargentinsgatan,1,30,Lägenhet, Kungsholmen,jan,2018,2250409,4,2017,2750000
Hälsingegatan,3,58,Lägenhet, Vasastan,dec,2017,6990000,4,2017,7400000
Wahlbergsgatan,3,43,Lägenhet, Entréplan,jan,2020,2495000,1,2019,2950000
Styrmansgatan,1,27,Lägenhet, Östermalm,jan,2020,3150000,1,1861,3150000
Molkomsbacken,3,80,Lägenhet, Farsta,jan,2020,2395000,2,1958,2800000
Mockasinvägen,2,65,Lägenhet, Hägersten,jan,2020,2250000,2,1970,2400000
Responsgatan,1,32,Lägenhet, Telefonplan,jan,2020,2395000,1,2019,2395000
Vivstavarvsvägen,1,27,Lägenhet, Stureby,jan,2020,1495000,2,1950,1850000
Renstiernas,2,64,Lägenhet, Södermalm,jan,2020,6995000,5,1880,6995000
Luntmakargatan,2,51,Lägenhet, Vasastan,jan,2020,5916000,5,1884,5916000
John,1,31,Lägenhet, Kungsholmen,nov,2019,3000000,3,1937,3000000
Pontonjärgatan,3,76,Lägenhet, Kungsholmen,jan,2020,5495000,1,1926,7100000
Brännerigatan,2,50,Lägenhet, Södermalm SoFo,jan,2020,3900000,2,1926,4175000
Hållövägen,2,61,Lägenhet, Blåsut,jan,2020,2995000,2,2019,3550000
Bordsvägen,2,53,Lägenhet, Enskede,dec,2019,2295000,1,1946,2500000
Blomsterkungsvägen,2,46,Lägenhet, Hässelby Norra Villastad,jan,2020,1995000,2,2019,1950000
Fyrvaktarkroken,2,41,Lägenhet, Blåsut,jan,2020,2495000,3,2019,3100000
Tomtebogatan,1,34,Lägenhet, Vasastan,jan,2020,3295000,4,1906,3900000
Åkerhielmsgatan,1,36,Lägenhet, Traneberg,jan,2020,1795000,1,1943,2100000
Åkerhielmsgatan,1,36,Lägenhet, Traneberg,jan,2020,1795000,1,1943,2100000
Hållövägen,2,47,Lägenhet, Blåsut,nov,2019,2495000,1,2011,2970000
Sjösabrinken,1,19,Lägenhet, Högdalen,okt,2019,1195000,1,1955,1295000
Karlbergsvägen,2,53,Lägenhet, Vasastan,okt,2019,4995000,1,1912,5000000
Frejgatan,4,127,Lägenhet, Vasastan,nov,2019,9750000,3,1927,10800000
Sjösabrinken,1,34,Lägenhet, Högdalen,okt,2019,1895000,4,1955,1895000
Sjösabrinken,1,27,Lägenhet, Högdalen,sep,2019,1495000,4,1955,1600000
Sofielundsvägen,2,61,Lägenhet, Enskededalen,jan,2020,2995000,4,2019,3860000
Skebokvarnsvägen,1,38,Lägenhet, Högdalen,jan,2020,1795000,2,1938,2170000
Rindögatan,1,22,Lägenhet, Gärdet,jan,2020,2195000,1,1938,2530000
Torsgatan,2,55,Lägenhet, Vasastan,jan,2020,4995000,3,1914,5820000
Knypplerskevägen,2,42,Lägenhet, Bromma,jan,2020,2500000,1,1942,2420000
Döbelnsgatan,2,62,Lägenhet, Vasastan,jan,2020,5995000,4,1882,7200000
Palmbladsvägen,3,59,Lägenhet, Kungsholmen,jan,2020,4395000,4,1935,4650000
Kungsklippan,1,36,Lägenhet, Kungsholmen,jan,2020,2350000,1,1934,2620000
Nockeby,1,30,Lägenhet, Nockeby,jan,2020,1995000,1,1930,2330000
Neptunistigen,6,177,Kedjehus, Hässelby-Vällingby,jan,2020,5695000,3,1968,6300000
Kärrgränd,114,54,Radhus, Hässelby-Vällingby,dec,2019,3875000,3,1969,3850000
Stafettvägen,68,68,Villa, Enskede,nov,2019,4995000,3,1945,5300000
Sandsborgsvägen,172,75,Villa, Enskede,dec,2019,10500000,3,1921,11125000
Åloppevägen,99,69,Villa, Bromma Norra Ängby,dec,2019,6995000,3,1935,10150000
Kråkrisvägen,103,55,Villa, Enskede,dec,2019,6995000,3,1923,8020000
Skogsmarksvägen,231,75,Villa, Essingeöarna,nov,2019,19200000,3,1935,21000000
Spireabågen,90,48,Radhus, Hässelby Villastad,dec,2019,3495000,3,1959,3750000
Rösvägen,111,111,Villa, Spånga Flysta,dec,2019,6475000,3,1938,7025000
Träsnidarvägen,88,56,Radhus, Hägersten,dec,2019,6450000,3,1943,7560000
Alströmergatan,1,39,Lägenhet, Kungsholmen,jan,2020,3195000,3,1928,3625000
Kungsklippan,1,24,Lägenhet, Kungsholmen,jan,2020,1995000,3,1938,2575000
Hagagatan,2,55,Lägenhet, Vasastan,jan,2020,5350000,4,1905,5850000
Drottningholmsvägen,3,71,Lägenhet, Kungsholmen,jan,2020,5800000,6,2012,5675000
Bättringsvägen,3,76,Lägenhet, Råcksta-Vällingby,jan,2020,1995000,1,2008,2300000
Skärmarbrinksvägen,2,40,Lägenhet, Skärmarbrink,jan,2020,2195000,2,1944,2700000
Torparmors,4,110,Radhus, Vällingby,jan,2020,3350000,1,1977,4050000
Ringvägen,2,40,Lägenhet, Katarina,jan,2020,2850000,1,1964,3250000
Bennebolsgatan,2,53,Lägenhet, Spånga Solhem,jan,2020,1690000,1,2005,2310000
Kungsklippan,2,40,Lägenhet, Kungsholmen,jan,2020,3695000,1,1911,3950000
Sjösabrinken,3.5,81,Lägenhet, Högdalen,jan,2020,2395000,2,1955,2850000
Sjösabrinken,3,69,Lägenhet, Högdalen,dec,2019,2400000,3,1955,2400000
Frödingsvägen,2,42,Lägenhet, Kungsholmen,jan,2020,3500000,3,1933,3500000
Strahlenbergsgatan,2,56,Lägenhet, Hammarbyhöjden,dec,2019,3295000,3,1937,3760000
Mariestadsvägen,3,66,Lägenhet, Hammarbyhöjden,nov,2019,3295000,2,1944,3985000
Björnståhlsgatan,2,51,Lägenhet, Hammarbyhöjden,okt,2019,2495000,1,1939,2900000
Läckövägen,2,41,Lägenhet, Hammarbyhöjden,apr,2019,1995000,2,1943,2425000
Per,2,41,Lägenhet, Hammarbyhöjden,mar,2019,2295000,1,1944,2450000
Axvallsvägen,4,78,Lägenhet, Björkhagen,feb,2019,4095000,1,1947,4400000
Läckövägen,3,53,Lägenhet, Hammarbyhöjden,mar,2019,2695000,2,1943,3400000
Alingsåsvägen,3,59,Lägenhet, Hammarbyhöjden,jan,2019,2895752,2,1939,3000000
Hasselquistvägen,2,40,Lägenhet, Johanneshov,dec,2018,2350000,2,1939,2650000
Axvallsvägen,3,61,Lägenhet, Björkhagen,okt,2018,2995000,2,1946,3350000
Läckövägen,2,52,Lägenhet, Johanneshov,okt,2018,2650551,2,1937,3125000
Wahlbergsgatan,2,41,Lägenhet, Hammarbyhöjden,jul,2018,2450000,2,1937,2985000
Strahlenbergsgatan,3,56,Lägenhet, Hammarbyhöjden,jun,2018,2995000,3,1937,3700000
Alingsåsvägen,2,40,Lägenhet, Hammarbyhöjden,maj,2018,2395000,3,1942,2900000
Katarina,3,99,Lägenhet, Katarina,jan,2020,8450000,3,1902,9100000
Skanörvägen,2,54,Lägenhet, Björkhagen,mar,2018,2595000,5,1949,2800000
Hjovägen,2,45,Lägenhet, Hammarbyhöjden,mar,2018,2295000,3,1942,2690000
Alingsåsvägen,2,46,Lägenhet, Hammarbyhöjden,feb,2018,2495274,3,2009,2640000
Alingsåsvägen,2,46,Lägenhet, Hammarbyhöjden,feb,2018,2495274,3,2009,2640000
Kärrtorpsvägen,4.5,107,Lägenhet, Kärrtorp,feb,2018,5395000,3,2009,5810000
Guldsmedsvägen,3,63,Lägenhet, Enskede,dec,2017,3595000,3,1947,3150000
Per,4,89,Lägenhet, Hammarbyhöjden,dec,2017,4195000,1,1939,4200000
Axvallsvägen,2,59,Lägenhet, Björkhagen,dec,2017,2795000,2,1946,2900000
Falsterbovägen,2,59,Lägenhet, Björkhagen,dec,2017,2795000,3,1948,3100000
Skanörvägen,3,68,Lägenhet, Björkhagen,okt,2017,3595000,2,1948,3595000
Finn,2,63,Lägenhet, Johanneshov,aug,2017,2495000,2,1990,2695000
Per,3,63,Lägenhet, Hammarbyhöjden,okt,2017,3494623,2,1942,3900000
Skanörvägen,2,54,Lägenhet, Björkhagen,aug,2017,2395754,2,1942,3160000
Forsskålsgatan,1,31,Lägenhet, Hammarbyhöjden,jul,2017,1750000,2,1942,2620000
Per,2,41,Lägenhet, Hammarbyhöjden,mar,2017,2195340,3,1992,2450000
Petrejusvägen,2,67,Lägenhet, Hammarbyhöjden,mar,2017,2495000,3,1992,4450000
Per,2.5,55,Lägenhet, Johanneshov,nov,2016,2749003,1,1940,3450000
Per,2.5,57,Lägenhet, Hammarbyhöjden,maj,2017,2595000,1,1940,2650000
Svedalavägen,4,110,Lägenhet, Johanneshov,jun,2016,5975000,1,2004,6750000
Mariestadsvägen,1,36,Lägenhet, Hammarbyhöjden,feb,2017,1995000,3,1943,2800000
Pastellvägen,1,24,Lägenhet, Johanneshov,apr,2016,1895306,3,1942,2100000
Kalmgatan,2,47,Lägenhet, Hammarbyhöjden,sep,2018,2375328,3,1942,2715000
Ulricehamnsvägen,3,54,Lägenhet, Hammarbyhöjden,sep,2018,2748226,3,1942,3100000
Yrkesvägen,1.5,56,Lägenhet, Enskede,okt,2018,2550831,3,1942,2760000
Lidköpingsvägen,2,48,Lägenhet, Hammarbyhöjden,mar,2019,2695000,3,1942,3250000
Arkövägen,4,83,Lägenhet, Kärrtorp,apr,2019,3795000,2,1949,3795000
Fyrskeppsvägen,3,72,Lägenhet, Johanneshov,sep,2019,2750000,2,1949,3610000
Garagevägen,2,41,Lägenhet, Blåsut,okt,2019,2495000,4,2019,2900000
Mariestadsvägen,2.5,48,Lägenhet, Johanneshov,sep,2019,2395000,3,1942,2910000
Lidköpingsvägen,2,48,Lägenhet, Hammarbyhöjden,sep,2019,2595000,2,1942,3260000
Kärrtorpsvägen,1,26,Lägenhet, Kärrtorp,nov,2019,1495000,7,1949,2070000
Fyrskeppsvägen,3,69,Lägenhet, Kärrtorp,nov,2019,2650000,1,1949,3380000
Pastellvägen,2,40,Lägenhet, Blåsut,dec,2019,2250000,1,1942,3210000
Per,2,43,Lägenhet, Hammarbyhöjden,dec,2019,1995000,1,1939,2570000
Robert,2,41,Lägenhet, Vasastan,dec,2019,3750000,1,1928,4610000
Vikingagatan,2,59,Lägenhet, Vasastan,nov,2019,5195000,3,1911,5920000
Surbrunnsgatan,2,60,Lägenhet, Vasastan,nov,2019,4795000,1,1880,5200000
Surbrunnsgatan,2,60,Lägenhet, Vasastan,nov,2019,4795000,1,1880,5200000
Rådmansgatan,2,50,Lägenhet, Vasastan,nov,2019,4595000,1,1876,5050000
Tre,2,49,Lägenhet, Vasastan,nov,2019,3995000,3,1926,4500000
Norrbackagatan,3,66,Lägenhet, Vasastan,nov,2019,5995000,4,1913,6450000
Hornsgatan,3,63,Lägenhet, Södermalm,okt,2018,3995000,1,1969,4500000
Bergsunds,3,82,Lägenhet, Södermalm,sep,2018,7750000,6,1930,7900000
Slipgatan,3,57,Lägenhet, Södermalm,sep,2018,4895000,6,1939,5260000
Slätbaksvägen,2,42,Lägenhet, Årsta,jan,2020,2095000,2,1943,2580000
Slipgatan,2,35,Lägenhet, Södermalm,aug,2018,2895000,5,1938,3330000
Bondegatan,1,34,Lägenhet, Södermalm,jun,2018,2795000,3,1903,3225000
Torsgatan,2,43,Lägenhet, Vasastan,okt,2019,3850000,2,1926,4325000
Kristinehovsgatan,2,56,Lägenhet, Södermalm,feb,2018,3995000,1,1941,4500000
Bergsunds,2,41,Lägenhet, Södermalm,dec,2017,3391608,1,1991,3395000
Fatburs,1.5,45,Lägenhet, Södermalm,nov,2017,2895000,1,1991,3100000
Lindvallsplan,1,25,Lägenhet, Södermalm,nov,2017,2395470,5,1912,2750000
Karlsviksgatan,2,57,Lägenhet, Kungsholmen,nov,2017,4795000,5,1912,4795000
Brännkyrkagatan,2,70,Lägenhet, Södermalm,nov,2017,4995000,4,1885,5950000
Folkskolegatan,1,28,Lägenhet, Södermalm,sep,2017,2495000,2,1929,2880000
Dalagatan,3,99,Lägenhet, Vasastan,okt,2019,8350000,1,1912,9400000
Högalidsgatan,1,36,Lägenhet, Södermalm,aug,2017,2795000,4,1914,3375000
Torkel,3.5,93,Lägenhet, Södermalm,sep,2017,5495000,1,1981,5700000
Högalidsgatan,1,25,Lägenhet, Södermalm,aug,2017,2350081,5,1981,2900000
Tjurbergsgatan,3,78,Lägenhet, Södermalm,jun,2017,4995000,5,1981,5620000
Bergsunds,3,81,Lägenhet, Södermalm,jun,2017,7750000,6,1930,9550000
Råggatan,2,36,Lägenhet, Södermalm,jun,2017,2494172,4,1924,3210000
Hälsingegatan,1,41,Lägenhet, Vasastan,okt,2019,2995000,4,1924,3730000
Bergsundsgatan,4,88,Lägenhet, Södermalm,maj,2017,6250000,5,1931,8650000
Bergsundsgatan,2,60,Lägenhet, Södermalm,apr,2017,4294064,1,1929,4775000
Bondegatan,2,51,Lägenhet, Södermalm,feb,2017,3895000,1,1929,4250000
Strålgatan,2,65,Lägenhet, Essingeöarna,aug,2016,3495000,4,1926,3495000
Renstiernas,2,41,Lägenhet, Södermalm,okt,2016,3249390,4,1926,4000000
Pipersgatan,1,18,Lägenhet, Kungsholmen,aug,2016,1750000,4,1926,2450000
Pipersgatan,1,18,Lägenhet, Kungsholmen,aug,2016,1750000,4,1926,2450000
